Transaction ID,Salesman ID,Product,Serial No,ID Customer,List Price,Gross Margin
1230,2036,C,13110,1157,3299,1203
1231,2012,C,13111,1140,3299,1518
1232,2028,C,13112,1046,3299,1316
1233,2015,C,13113,1055,3299,1199
1234,2027,B,12094,1067,2499,1093
1234,2027,B,12095,1067,2499,1093
1234,2027,B,12096,1067,2499,1093
1234,2027,C,13114,1067,3299,1522
1234,2027,C,13115,1067,3299,1518
1234,2027,C,13116,1067,3299,1518
1234,2027,C,13117,1067,3299,1518
1235,2003,C,13118,1106,3299,1391
1236,2018,C,13119,1174,3299,1274
1237,2011,C,13120,1121,3299,1109
1237,2011,C,13121,1121,3299,1109
1237,2011,C,13122,1121,3299,1109
1237,2011,C,13123,1121,3299,1109
1238,2004,C,13124,1100,3299,1161
1239,2002,C,13125,1020,3299,1349
1240,2031,C,13126,1130,3299,1518
1241,2017,A,11127,1025,1699,972
1241,2017,B,12097,1025,2499,945
1241,2017,C,13127,1025,3299,1353
1242,2008,C,13128,1082,3299,1142
1243,2009,C,13129,1136,3299,1363
1244,2006,C,13130,1074,3699,1932
1245,2002,C,13131,1106,3699,1767
1246,2028,B,12098,1046,2699,1201
1247,2026,C,13132,1143,3699,1636
1248,2006,C,13133,1105,3699,1887
1249,2015,C,13134,1050,3699,1773
1250,2024,C,13135,1120,3699,1960
1250,2024,C,13136,1120,3699,1960
1250,2024,C,13137,1120,3699,1960
1254,2006,B,12099,1172,2699,980
1254,2006,C,13138,1172,3699,1522
